URL	Prompt	Question	Option A	Option B	Option C	Option D	Correct Answer
https://attack.mitre.org/mitigations/M0926	For the given question: How can auditing domain and local accounts enhance security in ICS?, and four options: A) By reducing power consumption, B) By ensuring accounts have appropriate permissions and identifying unauthorized changes, C) By improving user convenience, or D) By increasing system speed, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	How can auditing domain and local accounts enhance security in ICS?	By reducing power consumption	By ensuring accounts have appropriate permissions and identifying unauthorized changes	By improving user convenience	By increasing system speed	B
https://attack.mitre.org/mitigations/M0926	For the given question: What is the benefit of minimizing permissions for service accounts in ICS environments?, and four options: A) Improving graphical performance, B) Reducing the impact of exploitation and data exposure, C) Enhancing system aesthetics, or D) Reducing hardware costs, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	What is the benefit of minimizing permissions for service accounts in ICS environments?	Improving graphical performance	Reducing the impact of exploitation and data exposure	Enhancing system aesthetics	Reducing hardware costs	B
https://attack.mitre.org/mitigations/M0926	For the given question: Which technique is addressed by restricting root or administrator access on user accounts?, and four options: A) Phishing, B) Denial of Service, C) Network Sniffing, or D) SQL Injection, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	Which technique is addressed by restricting root or administrator access on user accounts?	Phishing	Denial of Service	Network Sniffing	SQL Injection	C
https://attack.mitre.org/mitigations/M0926	For the given question: How can least privilege for service accounts mitigate exploitation of public-facing applications?, and four options: A) By reducing system load, B) By ensuring service accounts have only the necessary permissions, C) By allowing unrestricted access, or D) By improving user convenience, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	How can least privilege for service accounts mitigate exploitation of public-facing applications?	By reducing system load	By ensuring service accounts have only the necessary permissions	By allowing unrestricted access	By improving user convenience	B
https://attack.mitre.org/mitigations/M0926	For the given question: What advanced method can be used to manage privileged accounts securely in ICS environments?, and four options: A) Using default passwords, B) Implementing jump servers for administrative tasks, C) Allowing all users full access, or D) Reducing network monitoring, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	What advanced method can be used to manage privileged accounts securely in ICS environments?	Using default passwords	Implementing jump servers for administrative tasks	Allowing all users full access	Reducing network monitoring	B
https://attack.mitre.org/mitigations/M0926	For the given question: Why is it critical to routinely audit privileged accounts in ICS environments?, and four options: A) To enhance system aesthetics, B) To ensure no unauthorized changes have been made and that accounts adhere to security policies, C) To reduce data redundancy, or D) To improve system performance, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	Why is it critical to routinely audit privileged accounts in ICS environments?	To enhance system aesthetics	To ensure no unauthorized changes have been made and that accounts adhere to security policies	To reduce data redundancy	To improve system performance	B
https://attack.mitre.org/mitigations/M0926	For the given question: How can the use of privileged account management tools aid in preventing data destruction?, and four options: A) By increasing power consumption, B) By providing detailed monitoring and control over privileged account actions, C) By allowing unrestricted data access, or D) By improving graphical performance, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	How can the use of privileged account management tools aid in preventing data destruction?	By increasing power consumption	By providing detailed monitoring and control over privileged account actions	By allowing unrestricted data access	By improving graphical performance	B
https://attack.mitre.org/mitigations/M0926	For the given question: What is the significance of following best practices for privileged account management across administrative tiers in ICS?, and four options: A) To enhance visual appeal, B) To minimize the risk of system-wide access and potential compromise, C) To reduce hardware costs, or D) To improve user convenience, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	What is the significance of following best practices for privileged account management across administrative tiers in ICS?	To enhance visual appeal	To minimize the risk of system-wide access and potential compromise	To reduce hardware costs	To improve user convenience	B
https://attack.mitre.org/mitigations/M0949	For the given question: What is the primary purpose of antivirus/antimalware in ICS environments?, and four options: A) Increase system performance, B) Enhance user experience, C) Detect malicious software using signatures or heuristics, or D) Reduce power consumption, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	What is the primary purpose of antivirus/antimalware in ICS environments?	Increase system performance	Enhance user experience	Detect malicious software using signatures or heuristics	Reduce power consumption	C
https://attack.mitre.org/mitigations/M0949	For the given question: Which security control standard is associated with antivirus/antimalware in ICS?, and four options: A) ISO 9001, B) IEC 62443-3-3:2013, C) COBIT, or D) HIPAA, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	Which security control standard is associated with antivirus/antimalware in ICS?	ISO 9001	IEC 62443-3-3:2013	COBIT	HIPAA	B
https://attack.mitre.org/mitigations/M0949	For the given question: Why should antivirus/antimalware installations be limited to non-critical assets in ICS environments?, and four options: A) To reduce system speed, B) To minimize impact on system availability, C) To enhance visual appeal, or D) To improve user convenience, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	Why should antivirus/antimalware installations be limited to non-critical assets in ICS environments?	To reduce system speed	To minimize impact on system availability	To enhance visual appeal	To improve user convenience	B
https://attack.mitre.org/mitigations/M0949	For the given question: What is a key consideration before deploying antivirus/antimalware products in ICS environments?, and four options: A) Improving system aesthetics, B) Validating products in a representative test environment, C) Reducing hardware costs, or D) Enhancing user convenience, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	What is a key consideration before deploying antivirus/antimalware products in ICS environments?	Improving system aesthetics	Validating products in a representative test environment	Reducing hardware costs	Enhancing user convenience	B
https://attack.mitre.org/mitigations/M0949	For the given question: Which technique is addressed by deploying antivirus on systems that support external email?, and four options: A) Phishing, B) Denial of Service, C) Spearphishing Attachment, or D) SQL Injection, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	Which technique is addressed by deploying antivirus on systems that support external email?	Phishing	Denial of Service	Spearphishing Attachment	SQL Injection	C
https://attack.mitre.org/mitigations/M0949	For the given question: How can antivirus software on transient assets enhance ICS security?, and four options: A) By reducing system load, B) By ensuring these assets are protected from malware when accessing external networks, C) By increasing power consumption, or D) By improving graphical performance, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	How can antivirus software on transient assets enhance ICS security?	By reducing system load	By ensuring these assets are protected from malware when accessing external networks	By increasing power consumption	By improving graphical performance	B
https://attack.mitre.org/mitigations/M0949	For the given question: What advanced measure can be taken to ensure antivirus solutions detect user-execution vulnerabilities?, and four options: A) Allowing all macros, B) Disabling antivirus on critical systems, C) Ensuring antivirus can detect malicious files like macros and installers, or D) Reducing network monitoring, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	What advanced measure can be taken to ensure antivirus solutions detect user-execution vulnerabilities?	Allowing all macros	Disabling antivirus on critical systems	Ensuring antivirus can detect malicious files like macros and installers	Reducing network monitoring	C
https://attack.mitre.org/mitigations/M0949	For the given question: Why is it important to validate antivirus/antimalware products in a test environment before deployment?, and four options: A) To reduce data redundancy, B) To ensure they do not interfere with critical operations, C) To improve user experience, or D) To enhance system aesthetics, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	Why is it important to validate antivirus/antimalware products in a test environment before deployment?	To reduce data redundancy	To ensure they do not interfere with critical operations	To improve user experience	To enhance system aesthetics	B
https://attack.mitre.org/mitigations/M0949	For the given question: What is a potential risk of not using antivirus/antimalware on systems with external email access?, and four options: A) Improved system performance, B) Enhanced visual appeal, C) Increased risk of malware infections through email attachments, or D) Reduced power consumption, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	What is a potential risk of not using antivirus/antimalware on systems with external email access?	Improved system performance	Enhanced visual appeal	Increased risk of malware infections through email attachments	Reduced power consumption	C
https://attack.mitre.org/mitigations/M0949	For the given question: How does using antivirus/antimalware align with NIST SP 800-53 Rev. 5 guidelines?, and four options: A) By reducing system speed, B) By ignoring malware threats, C) By meeting SI-3 control requirements for detecting and mitigating malware, or D) By enhancing graphical performance, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	How does using antivirus/antimalware align with NIST SP 800-53 Rev. 5 guidelines?	By reducing system speed	By ignoring malware threats	By meeting SI-3 control requirements for detecting and mitigating malware	By enhancing graphical performance	C
https://attack.mitre.org/mitigations/M0954	For the given question: What is the main goal of implementing software configuration changes in ICS environments?, and four options: A) Increase system performance, B) Enhance user experience, C) Mitigate security risks associated with software operations, or D) Reduce power consumption, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	What is the main goal of implementing software configuration changes in ICS environments?	Increase system performance	Enhance user experience	Mitigate security risks associated with software operations	Reduce power consumption	C
https://attack.mitre.org/mitigations/M0954	For the given question: Which security control standard is associated with software configuration changes?, and four options: A) ISO 9001, B) IEC 62443-3-3:2013, C) COBIT, or D) HIPAA, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	Which security control standard is associated with software configuration changes?	ISO 9001	IEC 62443-3-3:2013	COBIT	HIPAA	B
https://attack.mitre.org/mitigations/M0954	For the given question: How can software configuration changes help prevent unauthorized access in ICS?, and four options: A) By improving graphical performance, B) By disabling unnecessary features and services, C) By allowing all network traffic, or D) By reducing data redundancy, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	How can software configuration changes help prevent unauthorized access in ICS?	By improving graphical performance	By disabling unnecessary features and services	By allowing all network traffic	By reducing data redundancy	B
https://attack.mitre.org/mitigations/M0954	For the given question: What is the benefit of using secure software configuration practices in ICS?, and four options: A) Reducing hardware costs, B) Ensuring software operates securely within defined parameters, C) Improving user experience, or D) Increasing system speed, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	What is the benefit of using secure software configuration practices in ICS?	Reducing hardware costs	Ensuring software operates securely within defined parameters	Improving user experience	Increasing system speed	B
https://attack.mitre.org/mitigations/M0954	For the given question: Which technique can be mitigated by proper software configuration?, and four options: A) Phishing, B) Denial of Service, C) Exploitation of Remote Services, or D) SQL Injection, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	Which technique can be mitigated by proper software configuration?	Phishing	Denial of Service	Exploitation of Remote Services	SQL Injection	C
https://attack.mitre.org/mitigations/M0954	For the given question: How can configuration changes in ICS software prevent privilege escalation attacks?, and four options: A) By allowing unrestricted access, B) By disabling unnecessary administrative functions, C) By increasing system load, or D) By improving graphical performance, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	How can configuration changes in ICS software prevent privilege escalation attacks?	By allowing unrestricted access	By disabling unnecessary administrative functions	By increasing system load	By improving graphical performance	B
https://attack.mitre.org/mitigations/M0954	For the given question: What is an advanced method to enhance security through software configuration in ICS?, and four options: A) Using default settings, B) Implementing least privilege access controls, C) Allowing all users full access, or D) Reducing network monitoring, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	What is an advanced method to enhance security through software configuration in ICS?	Using default settings	Implementing least privilege access controls	Allowing all users full access	Reducing network monitoring	B
https://attack.mitre.org/mitigations/M0954	For the given question: Why is it important to validate software configurations regularly in ICS environments?, and four options: A) To enhance system aesthetics, B) To prevent unauthorized changes and maintain security posture, C) To reduce data transfer rates, or D) To improve user experience, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	Why is it important to validate software configurations regularly in ICS environments?	To enhance system aesthetics	To prevent unauthorized changes and maintain security posture	To reduce data transfer rates	To improve user experience	B
https://attack.mitre.org/mitigations/M0954	For the given question: How can software configuration changes help mitigate the risk of data exfiltration?, and four options: A) By increasing power consumption, B) By ensuring configurations limit data access and transfer paths, C) By allowing all data transfers, or D) By enhancing visual appeal, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	How can software configuration changes help mitigate the risk of data exfiltration?	By increasing power consumption	By ensuring configurations limit data access and transfer paths	By allowing all data transfers	By enhancing visual appeal	B
https://attack.mitre.org/mitigations/M0954	For the given question: What is the significance of following best practices for software configuration management in ICS?, and four options: A) To reduce hardware costs, B) To ensure secure and reliable software operations, C) To improve system speed, or D) To enhance user convenience, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	What is the significance of following best practices for software configuration management in ICS?	To reduce hardware costs	To ensure secure and reliable software operations	To improve system speed	To enhance user convenience	B
https://attack.mitre.org/mitigations/M0953	For the given question: What is the primary goal of data backups in ICS environments?, and four options: A) Increase system performance, B) Enhance user experience, C) Ensure quick recovery and response to adversarial activities, or D) Reduce power consumption, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	What is the primary goal of data backups in ICS environments?	Increase system performance	Enhance user experience	Ensure quick recovery and response to adversarial activities	Reduce power consumption	C
https://attack.mitre.org/mitigations/M0953	For the given question: Why should backup and storage systems be kept separate from the corporate network?, and four options: A) To improve system aesthetics, B) To reduce data transfer rates, C) To prevent compromise and ensure integrity, or D) To enhance user convenience, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	Why should backup and storage systems be kept separate from the corporate network?	To improve system aesthetics	To reduce data transfer rates	To prevent compromise and ensure integrity	To enhance user convenience	C
https://attack.mitre.org/mitigations/M0953	For the given question: What is a key practice in maintaining data backups for ICS environments?, and four options: A) Reducing system speed, B) Improving user experience, C) Exercising incident response plans regularly, or D) Enhancing visual appeal, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	What is a key practice in maintaining data backups for ICS environments?	Reducing system speed	Improving user experience	Exercising incident response plans regularly	Enhancing visual appeal	C
https://attack.mitre.org/mitigations/M0953	For the given question: Which technique is addressed by maintaining gold-copy backup images in ICS?, and four options: A) Phishing, B) Denial of Service, C) Data Destruction, or D) SQL Injection, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	Which technique is addressed by maintaining gold-copy backup images in ICS?	Phishing	Denial of Service	Data Destruction	SQL Injection	C
https://attack.mitre.org/mitigations/M0953	For the given question: How can data backups help mitigate the risk of Denial of Control attacks?, and four options: A) By increasing power consumption, B) By allowing unrestricted access, C) By ensuring quick recovery of control functions from backups, or D) By reducing network load, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	How can data backups help mitigate the risk of Denial of Control attacks?	By increasing power consumption	By allowing unrestricted access	By ensuring quick recovery of control functions from backups	By reducing network load	C
https://attack.mitre.org/mitigations/M0953	For the given question: What advanced method can be used to secure data backups in ICS environments?, and four options: A) Using default passwords, B) Implementing encryption and access controls, C) Allowing all users access, or D) Reducing monitoring, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	What advanced method can be used to secure data backups in ICS environments?	Using default passwords	Implementing encryption and access controls	Allowing all users access	Reducing monitoring	B
https://attack.mitre.org/mitigations/M0953	For the given question: Why is it critical to use hot-standbys for critical operations in ICS?, and four options: A) To improve system aesthetics, B) To ensure immediate response during data destruction events, C) To reduce hardware costs, or D) To enhance user experience, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	Why is it critical to use hot-standbys for critical operations in ICS?	To improve system aesthetics	To ensure immediate response during data destruction events	To reduce hardware costs	To enhance user experience	B
https://attack.mitre.org/mitigations/M0953	For the given question: How can maintaining and exercising incident response plans improve ICS security?, and four options: A) By reducing system speed, B) By allowing unrestricted network access, C) By ensuring preparedness for quick recovery from adversarial activities, or D) By improving graphical performance, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	How can maintaining and exercising incident response plans improve ICS security?	By reducing system speed	By allowing unrestricted network access	By ensuring preparedness for quick recovery from adversarial activities	By improving graphical performance	C
https://attack.mitre.org/mitigations/M0953	For the given question: What is the significance of keeping remote backups for outstations in ICS?, and four options: A) To reduce data redundancy, B) To improve user convenience, C) To ensure data availability even if local storage is compromised, or D) To increase power consumption, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	What is the significance of keeping remote backups for outstations in ICS?	To reduce data redundancy	To improve user convenience	To ensure data availability even if local storage is compromised	To increase power consumption	C
https://attack.mitre.org/mitigations/M0948	For the given question: What is the primary purpose of application isolation and sandboxing in ICS environments?, and four options: A) Increase system performance, B) Enhance user experience, C) Restrict execution of code to a controlled environment, or D) Reduce power consumption, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	What is the primary purpose of application isolation and sandboxing in ICS environments?	Increase system performance	Enhance user experience	Restrict execution of code to a controlled environment	Reduce power consumption	C
https://attack.mitre.org/mitigations/M0948	For the given question: Which security control standard is associated with application isolation and sandboxing?, and four options: A) ISO 9001, B) IEC 62443-3-3:2013, C) COBIT, or D) HIPAA, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	Which security control standard is associated with application isolation and sandboxing?	ISO 9001	IEC 62443-3-3:2013	COBIT	HIPAA	B
https://attack.mitre.org/mitigations/M0948	For the given question: How can sandboxing help mitigate the risk of exploiting public-facing applications?, and four options: A) By reducing system load, B) By running applications in a controlled environment, C) By allowing unrestricted access, or D) By enhancing visual appeal, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	How can sandboxing help mitigate the risk of exploiting public-facing applications?	By reducing system load	By running applications in a controlled environment	By allowing unrestricted access	By enhancing visual appeal	B
https://attack.mitre.org/mitigations/M0948	For the given question: What is a common tool for application isolation on Linux systems?, and four options: A) Notepad, B) AppLocker, C) SELinux, or D) Microsoft Word, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	What is a common tool for application isolation on Linux systems?	Notepad	AppLocker	SELinux	Microsoft Word	C
https://attack.mitre.org/mitigations/M0948	For the given question: Which technique involves using built-in browser sandboxes to contain web-based malware?, and four options: A) Phishing, B) Denial of Service, C) Drive-by Compromise, or D) SQL Injection, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	Which technique involves using built-in browser sandboxes to contain web-based malware?	Phishing	Denial of Service	Drive-by Compromise	SQL Injection	C
https://attack.mitre.org/mitigations/M0948	For the given question: How can application microsegmentation complement sandboxing in ICS?, and four options: A) By reducing power consumption, B) By providing additional layers of isolation and control, C) By increasing system speed, or D) By enhancing graphical performance, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	How can application microsegmentation complement sandboxing in ICS?	By reducing power consumption	By providing additional layers of isolation and control	By increasing system speed	By enhancing graphical performance	B
https://attack.mitre.org/mitigations/M0948	For the given question: What is a potential risk of relying solely on sandboxing for security?, and four options: A) Improved system performance, B) Enhanced user experience, C) Risks of additional exploits and weaknesses in sandbox systems, or D) Reduced hardware costs, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	What is a potential risk of relying solely on sandboxing for security?	Improved system performance	Enhanced user experience	Risks of additional exploits and weaknesses in sandbox systems	Reduced hardware costs	C
https://attack.mitre.org/mitigations/M0948	For the given question: Why is it important to use application isolation for scripting in ICS environments?, and four options: A) To reduce network traffic, B) To prevent unauthorized script execution and limit OS interactions, C) To enhance system aesthetics, or D) To improve user convenience, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	Why is it important to use application isolation for scripting in ICS environments?	To reduce network traffic	To prevent unauthorized script execution and limit OS interactions	To enhance system aesthetics	To improve user convenience	B
https://attack.mitre.org/mitigations/M0948	For the given question: How does sandboxing mitigate the impact of exploitation for privilege escalation?, and four options: A) By increasing power consumption, B) By allowing all network traffic, C) By containing the exploit within a controlled environment, or D) By enhancing visual appeal, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	How does sandboxing mitigate the impact of exploitation for privilege escalation?	By increasing power consumption	By allowing all network traffic	By containing the exploit within a controlled environment	By enhancing visual appeal	C
https://attack.mitre.org/mitigations/M0948	For the given question: What advanced technique can be used alongside sandboxing to protect against remote service exploitation?, and four options: A) Using default passwords, B) Disabling antivirus software, C) Implementing virtualization and microsegmentation, or D) Allowing unrestricted access, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	What advanced technique can be used alongside sandboxing to protect against remote service exploitation?	Using default passwords	Disabling antivirus software	Implementing virtualization and microsegmentation	Allowing unrestricted access	C
https://attack.mitre.org/mitigations/M0934	For the given question: What is the primary goal of limiting hardware installation in ICS environments?, and four options: A) Increase system performance, B) Enhance user experience, C) Prevent unauthorized hardware from being installed, or D) Reduce power consumption, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	What is the primary goal of limiting hardware installation in ICS environments?	Increase system performance	Enhance user experience	Prevent unauthorized hardware from being installed	Reduce power consumption	C
https://attack.mitre.org/mitigations/M0934	For the given question: Which security control standard is associated with limiting hardware installation in ICS?, and four options: A) ISO 9001, B) IEC 62443-3-3:2013, C) COBIT, or D) HIPAA, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	Which security control standard is associated with limiting hardware installation in ICS?	ISO 9001	IEC 62443-3-3:2013	COBIT	HIPAA	B
https://attack.mitre.org/mitigations/M0934	For the given question: How can enforcing system policies help in limiting hardware installation?, and four options: A) By reducing power consumption, B) By preventing unauthorized use of removable media, C) By improving user convenience, or D) By increasing system speed, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	How can enforcing system policies help in limiting hardware installation?	By reducing power consumption	By preventing unauthorized use of removable media	By improving user convenience	By increasing system speed	B
https://attack.mitre.org/mitigations/M0934	For the given question: What is a common method to limit hardware installation on critical assets?, and four options: A) Allowing all USB devices, B) Using physical restrictions or system policies, C) Improving graphical performance, or D) Reducing network traffic, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	What is a common method to limit hardware installation on critical assets?	Allowing all USB devices	Using physical restrictions or system policies	Improving graphical performance	Reducing network traffic	B
https://attack.mitre.org/mitigations/M0934	For the given question: Which technique is addressed by limiting the installation of unapproved USB devices?, and four options: A) Phishing, B) Denial of Service, C) Replication Through Removable Media, or D) SQL Injection, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	Which technique is addressed by limiting the installation of unapproved USB devices?	Phishing	Denial of Service	Replication Through Removable Media	SQL Injection	C
https://attack.mitre.org/mitigations/M0934	For the given question: How can restricting hardware installation enhance the security of critical systems in ICS?, and four options: A) By increasing power consumption, B) By ensuring only authorized hardware is used, reducing potential attack vectors, C) By allowing unrestricted access, or D) By improving user convenience, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.	How can restricting hardware installation enhance the security of critical systems in ICS?	By increasing power consumption	By ensuring only authorized hardware is used, reducing potential attack vectors	By allowing unrestricted access	By improving user convenience	B
